id	isolate	country	continent	group	group_2	region	state	species	year	source	detailed_source	location	comments	date_entered	datestamp	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
972	ON07-791b	Canada	North America	ontario	NA_eastern	Lansdowne	ON	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			1/29/2015	1/29/2015	5	5	4	5	5	5	1	6	8
1526	LP-76	Canada	North America	ontario	NA_eastern	Long Point	ON	Borrelia burgdorferi sensu stricto	2001	tick	Ixodes scapularis	"42.55573, -80.19713"		1/29/2015	1/29/2015	104	1	1	20	2	21	1	2	520
914	ON06-188	Canada	North America	ontario	NA_eastern	St Anns	ON	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			1/29/2015	1/29/2015	1	1	1	1	1	1	1	1	1
3480	I1_Iscap	Canada	North America	ontario	NA_eastern	Perth	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.899, -76.249"	All I isolates from the same tick	12/16/2022	12/16/2022	128	3	2	4	3	4	4	4	317
2289	NW13-TI32	Canada	North America	ontario	NA_eastern	Ontario	Ontario	Borrelia burgdorferi sensu stricto	2013	animal host	Red squirrel	"48.72, -94.59"		3/13/2018	2/23/2022	8	2	5	93	2	8	1	84	225
3486	K1_Iscap	Canada	North America	ontario	NA_eastern	Gananoque	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.328, -76.172"	All K isolates from the same tick	12/16/2022	12/16/2022	9	1	1	7	1	6	1	10	14
2283	NW13-45	Canada	North America	ontario	NA_eastern	Ontario	Ontario	Borrelia burgdorferi sensu stricto	2013	animal host	Eastern chipmunk	"48.72, -94.59"		3/13/2018	3/13/2018	5	5	4	5	1	15	1	6	222
2240	LP-20	Canada	North America	ontario	NA_eastern	Ontario	Ontario	Borrelia burgdorferi sensu stricto	2001	tick	Ixodes scapularis	"42.56, -80.2"		3/13/2018	3/13/2018	23	1	17	20	2	1	1	10	55
3493	M2_Iscap	Canada	North America	ontario	NA_eastern	Toronto	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"43.676, -79.336"	All M isolates from the same tick	12/16/2022	12/16/2022	8	1	1	1	4	1	1	7	639
2363	QC12a-275	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
1375	QC07-603	Canada	North America	qc_nf	NA_eastern	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		1/29/2015	1/29/2015	5	5	4	5	5	5	1	6	8
1369	QC07-399	Canada	North America	qc_nf	NA_eastern	Wickham	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.759377, -72.499134"		1/29/2015	1/29/2015	5	5	4	5	5	5	1	6	8
2344	QC12a-085	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.55, -73.32"		3/13/2018	3/13/2018	4	1	1	1	1	6	1	7	3
2360	QC12a-251	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		3/13/2018	3/13/2018	4	1	1	1	1	6	1	7	3
2173	AK09.10-004	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		3/13/2018	3/13/2018	10	5	4	6	1	15	1	6	36
1395	QC07-181-4	Canada	North America	qc_nf	NA_eastern	Saint-Valentin	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.13608, -73.32732"		1/29/2015	1/29/2015	9	1	1	7	1	6	1	10	14
1525	F09.51	Canada	North America	qc_nf	NA_eastern	Farnham base militaire	QC	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45.30818, -73.01133"		1/29/2015	1/29/2015	1	1	4	6	1	6	1	1	519
2356	QC12a-212	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		3/13/2018	3/13/2018	8	1	1	17	1	6	95	10	315
1376	QC07-650	Canada	North America	qc_nf	NA_eastern	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		1/29/2015	1/29/2015	2	2	1	2	2	2	2	2	16
2153	60.2	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.27, -73.02"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
2148	28.4	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.05, -73.24"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
885	NF06-4	Canada	North America	qc_nf	NA_eastern	Humber Village	NF	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			1/29/2015	1/29/2015	4	4	3	3	3	3	3	3	19
2220	F09.43	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45.31, -73.01"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
1383	QC07-819	Canada	North America	qc_nf	NA_eastern	Mirabel	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.682125, -74.038365"		1/29/2015	1/29/2015	5	5	4	5	5	5	1	6	8
2172	AK09.10-002	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		3/13/2018	3/13/2018	4	4	3	3	3	3	3	3	19
2175	AK09.10-007	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		3/13/2018	3/13/2018	9	1	1	7	1	6	1	10	14
2221	F09.68	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45.31, -73.01"		3/13/2018	3/13/2018	5	5	4	5	5	5	1	6	8
2161	130	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.06, -73.28"		3/13/2018	3/13/2018	9	1	1	7	1	6	1	10	14
2150	33	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White footed mouse	"45.18, -73.35"		3/13/2018	3/13/2018	4	1	1	1	1	6	1	7	3
1377	QC07-723	Canada	North America	qc_nf	NA_eastern	Longueuil	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.531273, -73.518087"		1/29/2015	1/29/2015	5	7	5	1	6	1	4	9	11
2343	qc10.d.467	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2010	tick	Ixodes scapularis	"45.78, -72.08"		3/13/2018	3/13/2018	8	1	1	1	4	6	1	7	4
2168	812	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.31, -73.01"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
1391	QC07-1054	Canada	North America	qc_nf	NA_eastern	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		1/29/2015	1/29/2015	4	1	1	1	1	6	1	7	3
1387	QC07-908	Canada	North America	qc_nf	NA_eastern	Knowlton	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.216716, -72.514769"		1/29/2015	1/29/2015	1	1	1	1	1	1	1	1	1
1396	QC07-182-4	Canada	North America	qc_nf	NA_eastern	Saint-Valentin	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.13608, -73.32732"		1/29/2015	1/29/2015	9	1	1	7	1	6	1	10	14
2151	35	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White footed mouse	"45.18, -73.35"		3/13/2018	3/13/2018	4	1	1	1	1	6	1	7	3
2181	AK09.10-050	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
1380	QC07-776	Canada	North America	qc_nf	NA_eastern	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		1/29/2015	1/29/2015	3	3	2	4	3	4	4	4	12
2219	F09.42	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45.31, -73.01"		3/13/2018	3/13/2018	2	2	1	2	2	2	2	2	16
3404	QC13-332	Canada	North America	qc_nf	NA_eastern	Mont-Saint Bruno	Quebec	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"45.5504, -73.3184"	SAMN05290099	3/24/2022	3/24/2022	9	1	1	7	1	6	1	10	14
2351	QC12a-176	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		3/13/2018	3/13/2018	1	1	1	1	1	1	1	1	1
1374	QC07-595	Canada	North America	qc_nf	NA_eastern	St. Jude	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.774154, -72.988265"		1/29/2015	1/29/2015	10	5	4	6	1	15	1	6	36
2159	128	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.06, -73.28"		3/13/2018	3/13/2018	9	1	1	7	1	6	1	10	14
2358	QC12a-228	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		3/13/2018	3/13/2018	4	1	1	1	1	6	1	7	3
1393	QC07-175-3	Canada	North America	qc_nf	NA_eastern	Henryville	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.14253, -73.20936"		1/29/2015	1/29/2015	6	1	5	1	1	7	1	19	59
2146	25.1	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.06, -73.22"		3/13/2018	3/13/2018	10	5	4	6	1	15	1	6	36
1370	QC07-402	Canada	North America	qc_nf	NA_eastern	Laval	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.570347, -73.692032"		1/29/2015	1/29/2015	10	5	75	6	1	15	1	6	238
2367	QC12a-293	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		3/13/2018	3/13/2018	4	1	1	1	1	6	1	7	3
2218	F09.29	Canada	North America	qc_nf	NA_eastern	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45.31, -73.01"		3/13/2018	3/13/2018	2	2	1	2	2	2	2	2	16
2621	CO69	UK [Scotland]	Europe	uk	EU		CambusOMay	Borrelia burgdorferi sensu stricto	2014	tick	Ixodes ricinus	"57.07015, -2.98263"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	264	916
2632	J1E1_S21	UK [Scotland]	Europe	uk	EU		Culloden	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.483271, -4.13496"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2625	FA37	UK [Scotland]	Europe	uk	EU		Faskally	Borrelia burgdorferi sensu stricto	2014	tick	Ixodes ricinus	"56.710018, -3.76583"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	264	916
2650	N6	UK [Scotland]	Europe	uk	EU		Forres	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.61207, -3.60511"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2630	HE48	UK [Scotland]	Europe	uk	EU		Hermitage	Borrelia burgdorferi sensu stricto	2014	tick	Ixodes ricinus	"56.55652, -3.61803"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	264	916
2631	HE92	UK [Scotland]	Europe	uk	EU		Hermitage	Borrelia burgdorferi sensu stricto	2014	tick	Ixodes ricinus	"56.55652, -3.61803"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	264	916
2622	E10E1_S11	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	14	1	11	1	1	290	1	10	915
2623	E8E1_S20	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2624	E9E1_S15	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2626	G10E1_S30	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2627	G4E1_S4	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	264	916
2628	G5E1_S1	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2629	H1E1_S26	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2633	K41E1_S12	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2634	K42E1_S8	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2635	K44E1_S32	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2636	K45E1_S5	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2637	K46E1_S2	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2638	M35E1_S31	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2639	M36E1_S27	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2640	M37E1_S22	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2641	M38E1_S18	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2642	M39E1_S17	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2643	M40E1_S13	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2644	M41E1_S9	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2645	M42E1_S24	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2646	M44	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2647	M45E1_S14	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2648	M46E1_S10	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
2649	M47E1_S6	UK [Scotland]	Europe	uk	EU		Urchany	Borrelia burgdorferi sensu stricto	2013	tick	Ixodes ricinus	"57.517776, -3.86502"		7/23/2019	7/23/2019	15	9	12	8	1	290	8	265	917
1029	QC27	UK [Scotland]	Europe	uk	EU			Borrelia burgdorferi sensu stricto		tick	Ixodes ricinus			1/29/2015	1/29/2015	14	1	11	1	1	11	1	10	284
1030	FZ3	UK [Scotland]	Europe	uk	EU			Borrelia burgdorferi sensu stricto		tick	Ixodes ricinus			1/29/2015	1/29/2015	15	9	12	8	1	11	11	16	285
3415	T14-0159	USA	North America	west_mw_us	NA_midwest	Ft. McCoy	WI	Borrelia burgdorferi sensu stricto	2010	tick	"Ixodes scapularis, nymph"	"44.0108, -90.6846"	SAMN05290113	3/24/2022	3/24/2022	12	1	1	7	1	6	1	10	52
1301	MC106	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1998	human	EM			1/29/2015	1/29/2015	137	3	6	4	3	4	4	4	409
2050	15-6673	USA	North America	west_mw_us	NA_midwest		MN	Borrelia burgdorferi sensu stricto	2015	human	PCR on Blood			12/4/2017	1/3/2018	14	1	5	2	2	1	1	10	530
458	1457401	USA	North America	west_mw_us	NA_midwest	Jay Cooke State Park	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"46.65486667, -92.34998333"		1/29/2015	1/29/2015	8	1	1	14	2	6	1	10	48
470	1469205	USA	North America	west_mw_us	NA_midwest	Hartman Creek State Park	WI	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"44.31928333, -89.22543333"		1/29/2015	1/29/2015	24	14	4	18	11	19	1	12	56
1226	MC120	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1999	human	EM			1/29/2015	2/23/2022	8	2	5	93	2	8	1	84	225
1235	MC118	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1999	human	EM			1/29/2015	1/29/2015	25	3	3	3	3	21	6	2	232
1217	MC83	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1996	human	EM			1/29/2015	1/29/2015	5	5	4	5	1	15	1	6	222
1193	MC107	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1998	human	EM			1/29/2015	1/29/2015	8	1	1	1	4	16	1	7	32
457	48802	USA	North America	west_mw_us	NA_midwest	Foothills State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"46.81786667, -94.60151667"		1/29/2015	1/29/2015	7	6	12	1	6	5	5	5	47
449	50103	USA	North America	west_mw_us	NA_midwest	Foothills State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"46.81373333, -94.59801667"		1/29/2015	1/29/2015	4	4	3	19	3	3	3	3	44
2047	15-4064	USA	North America	west_mw_us	NA_midwest		WI	Borrelia burgdorferi sensu stricto	2015	human	PCR on Blood			12/4/2017	1/3/2018	14	1	5	2	2	1	1	10	530
1237	MC146	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	2002	human	EM			1/29/2015	1/29/2015	25	4	3	3	3	21	6	2	233
1187	MC123	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1999	human	EM			1/29/2015	1/29/2015	18	12	1	11	2	15	1	2	29
3573	15-3913	USA	North America	west_mw_us	NA_midwest		WI	Borrelia burgdorferi sensu stricto	2015	human	Blood			5/4/2023	5/4/2023	128	12	1	8	1	6	1	10	757
459	1468503	USA	North America	west_mw_us	NA_midwest	Mirror Lake State Park	WI	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"43.5596, -89.81771667"		1/29/2015	1/29/2015	8	1	1	14	2	6	1	10	48
1221	MC74	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1995	human	EM			1/29/2015	1/29/2015	8	1	1	1	4	5	1	7	224
1242	MC87	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1996	human	EM			1/29/2015	1/29/2015	104	1	1	2	2	15	4	10	234
1209	MC133	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	2001	human	EM			1/29/2015	1/29/2015	23	1	17	20	2	1	1	10	55
1210	MC98	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1998	human	EM			1/29/2015	1/29/2015	23	1	17	20	2	1	1	10	55
1203	MC91	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1997	human	EM			1/29/2015	1/29/2015	8	1	1	14	2	6	1	10	48
1245	MC103	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1998	human	EM			1/29/2015	1/29/2015	106	12	1	1	2	6	1	2	236
448	51803	USA	North America	west_mw_us	NA_midwest	Foothills State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"46.81373333, -94.59801667"		1/29/2015	1/29/2015	4	4	3	3	3	21	6	3	43
3374	MB-44	USA	North America	west_mw_us	NA_midwest	McCaslin Brook	WI	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"45.3321, -88.7092"	SAMN05290043	3/24/2022	3/24/2022	12	1	1	7	112	6	1	10	301
3572	15-3449	USA	North America	west_mw_us	NA_midwest		MN	Borrelia burgdorferi sensu stricto	2015	human	Blood			5/4/2023	5/4/2023	4	12	1	11	2	15	1	2	756
1404	Mid471	USA	North America	west_mw_us	NA_midwest	Fort McCoy	WI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"44.09994, -90.63089"		1/29/2015	1/29/2015	20	4	3	3	3	3	3	3	31
1419	C427	USA	North America	west_mw_us	NA_midwest	Governor Dodge State Park	WI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"43.0154, -90.1044"		1/29/2015	1/29/2015	12	1	1	7	1	6	1	10	52
1185	MC111	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1998	human	EM			1/29/2015	1/29/2015	18	12	1	11	2	15	1	2	29
1220	MC145	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	2002	human	EM			1/29/2015	1/29/2015	7	6	12	1	2	5	5	83	223
430	50302	USA	North America	west_mw_us	NA_midwest	Paul Bunyan State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"47.15371667, -94.87503333"		1/29/2015	1/29/2015	20	4	3	3	3	3	3	3	31
424	47803	USA	North America	west_mw_us	NA_midwest	Foothills State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"46.81786667, -94.60083333"		1/29/2015	1/29/2015	18	12	1	11	2	15	1	2	29
2049	15-6241	USA	North America	west_mw_us	NA_midwest		MN	Borrelia burgdorferi sensu stricto	2015	human	PCR on Blood			12/4/2017	1/3/2018	14	1	5	2	2	1	1	10	530
1229	MC129	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	2000	human	EM			1/29/2015	1/29/2015	12	2	1	2	1	16	2	2	228
1234	MC117	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1999	human	EM			1/29/2015	1/29/2015	25	3	3	3	3	21	6	2	232
454	50609	USA	North America	west_mw_us	NA_midwest	Foothills State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"46.81786667, -94.60083333"		1/29/2015	1/29/2015	7	6	12	1	2	5	5	5	46
447	51108	USA	North America	west_mw_us	NA_midwest	Paul Bunyan State Forest	MN	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"47.17165, -94.87835"		1/29/2015	1/29/2015	4	4	3	3	3	21	6	3	43
1227	MC135	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	2001	human	EM			1/29/2015	1/29/2015	8	1	15	94	2	20	1	7	226
3335	BRF-236	USA	North America	west_mw_us	NA_midwest	Black River Falls State Forest	WI	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"44.2286, -90.6634"	SAMN05289974	3/24/2022	3/24/2022	12	2	1	2	1	16	2	2	228
3375	MB-74	USA	North America	west_mw_us	NA_midwest	McCaslin Brook	WI	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"45.3321, -88.7092"	SAMN05290046	3/24/2022	3/24/2022	12	1	1	7	112	6	1	10	301
1207	MC85	USA	North America	west_mw_us	NA_midwest	Midwestern United States	Wisconsin	Borrelia burgdorferi sensu stricto	1996	human	EM			1/29/2015	1/29/2015	12	1	1	7	1	6	1	10	52
28	CA-4	USA	North America	west_us	NA_west	Cloverdale CA	CA	Borrelia burgdorferi sensu stricto		tick	Ixodes pacificus			1/29/2015	1/29/2015	1	1	7	1	1	1	1	11	2
29	CA-5	USA	North America	west_us	NA_west	Cloverdale CA	CA	Borrelia burgdorferi sensu stricto		tick	Ixodes pacificus			1/29/2015	1/29/2015	1	1	7	1	1	1	1	11	2
30	CA-6	USA	North America	west_us	NA_west	Northern CA	CA	Borrelia burgdorferi sensu stricto		tick	Ixodes pacificus			1/29/2015	1/29/2015	1	1	7	1	1	1	1	11	2
31	ca92-0953	USA	North America	west_us	NA_west	Briceland CA	CA	Borrelia burgdorferi sensu stricto		human	EM			1/29/2015	1/29/2015	11	1	8	1	1	6	4	12	6
